"","breed","outcome_subtype","outcome_type","sex","Spay.Neuter","age.at.outcome","age_group","dob_year","dob_month","dob_monthyear","outcome_month","outcome_year","outcome_weekday","outcome_hour","cfa_breed","domestic_breed","coat_pattern","color1","color2","coat","is.kitten","adopted"
"5523","domestic shorthair","","Adoption","Male",FALSE,0.164383562,"(-0.022, 2.2]",2016,5,"2016-07","7",2016,"Sunday",16,FALSE,TRUE,"tabby","orange","","orange",TRUE,TRUE
"5524","domestic shorthair","","Adoption","Female",TRUE,0.328767123,"(-0.022, 2.2]",2017,4,"2017-08","8",2017,"Wednesday",19,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"5525","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2017,8,"2017-11","11",2017,"Thursday",18,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"5526","domestic shorthair","","Adoption","Male",TRUE,1,"(-0.022, 2.2]",2015,8,"2016-10","10",2016,"Wednesday",12,FALSE,TRUE,"tabby","brown","white","brown ",FALSE,TRUE
"5527","domestic mediumhair","","Adoption","Female",TRUE,0.575342466,"(-0.022, 2.2]",2016,5,"2016-12","12",2016,"Tuesday",16,FALSE,TRUE,"tortie","other","black","tortie",FALSE,TRUE
"5528","domestic shorthair","","Adoption","Female",TRUE,0.246575342,"(-0.022, 2.2]",2017,6,"2017-10","10",2017,"Saturday",15,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"5529","domestic shorthair","","Adoption","Female",TRUE,0.328767123,"(-0.022, 2.2]",2017,4,"2017-08","8",2017,"Tuesday",17,FALSE,TRUE,"solid","black","white","black",TRUE,TRUE
"5530","domestic shorthair","Foster","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2017,4,"2017-07","7",2017,"Saturday",14,FALSE,TRUE,"tabby","brown","white","brown ",TRUE,TRUE
"5531","american shorthair","Foster","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2017,7,"2017-10","10",2017,"Tuesday",14,TRUE,FALSE,"solid","white","black","white",TRUE,TRUE
"5532","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2015,4,"2015-06","6",2015,"Monday",18,FALSE,TRUE,"solid","black","white","black",TRUE,TRUE
"5533","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2016,7,"2016-09","9",2016,"Saturday",16,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"5534","siamese","Foster","Adoption","Male",FALSE,0.164383562,"(-0.022, 2.2]",2015,3,"2015-05","5",2015,"Thursday",18,TRUE,FALSE,"point","other","","flame",TRUE,TRUE
"5535","domestic shorthair","","Adoption","Female",TRUE,0.410958904,"(-0.022, 2.2]",2015,7,"2016-01","1",2016,"Monday",17,FALSE,TRUE,"calico","other","","calico",TRUE,TRUE
"5536","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2017,9,"2017-11","11",2017,"Thursday",15,FALSE,TRUE,"solid","black","","black",TRUE,TRUE
"5537","domestic mediumhair","Foster","Adoption","Male",TRUE,0.246575342,"(-0.022, 2.2]",2017,4,"2017-08","8",2017,"Wednesday",9,FALSE,TRUE,"tabby","blue","","blue",TRUE,TRUE
"5538","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2016,4,"2016-06","6",2016,"Monday",15,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"5539","domestic shorthair","","Adoption","Male",TRUE,0.246575342,"(-0.022, 2.2]",2016,4,"2016-08","8",2016,"Friday",18,FALSE,TRUE,"tabby","orange","","orange",TRUE,TRUE
"5540","domestic shorthair","","Adoption","Female",TRUE,0.246575342,"(-0.022, 2.2]",2015,4,"2015-07","7",2015,"Thursday",18,FALSE,TRUE,"torbie","other","","torbie",TRUE,TRUE
"5541","domestic mediumhair","Foster","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2017,3,"2017-06","6",2017,"Thursday",19,FALSE,TRUE,"tabby","orange","","orange",TRUE,TRUE
"5542","domestic shorthair","","Adoption","Female",TRUE,0.328767123,"(-0.022, 2.2]",2016,6,"2016-11","11",2016,"Thursday",13,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"5543","domestic shorthair","Foster","Adoption","Male",TRUE,0.246575342,"(-0.022, 2.2]",2015,6,"2015-09","9",2015,"Saturday",16,FALSE,TRUE,"solid","white","gray","white",TRUE,TRUE
"5544","domestic mediumhair","Foster","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2017,5,"2017-08","8",2017,"Saturday",14,FALSE,TRUE,"tortie","other","","tortie",TRUE,TRUE
"5545","siamese","","Adoption","Female",TRUE,3,"(2.2, 4.4]",2012,7,"2015-09","9",2015,"Saturday",19,TRUE,FALSE,"tortie","other","","tortie",FALSE,TRUE
"5546","domestic shorthair","","Adoption","Male",TRUE,0.246575342,"(-0.022, 2.2]",2016,5,"2016-08","8",2016,"Sunday",18,FALSE,TRUE,"solid","black","","black",TRUE,TRUE
"5547","domestic shorthair","","Adoption","Male",TRUE,0.493150685,"(-0.022, 2.2]",2016,3,"2016-10","10",2016,"Sunday",17,FALSE,TRUE,"solid","black","white","black",FALSE,TRUE
"5548","domestic shorthair","","Adoption","Male",TRUE,0.082191781,"(-0.022, 2.2]",2015,5,"2015-07","7",2015,"Thursday",18,FALSE,TRUE,"tabby","other","","cream",TRUE,TRUE
"5549","domestic shorthair","","Adoption","Female",TRUE,0.328767123,"(-0.022, 2.2]",2016,8,"2016-12","12",2016,"Tuesday",18,FALSE,TRUE,"solid","black","","black",TRUE,TRUE
"5550","domestic shorthair","Foster","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2015,5,"2015-07","7",2015,"Monday",17,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"5551","domestic shorthair","","Adoption","Male",TRUE,2,"(-0.022, 2.2]",2015,8,"2017-11","11",2017,"Monday",17,FALSE,TRUE,"solid","black","white","black",FALSE,TRUE
"5552","domestic shorthair","Foster","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2015,2,"2015-05","5",2015,"Tuesday",12,FALSE,TRUE,"tabby","orange","","orange",TRUE,TRUE
"5553","domestic shorthair","Foster","Adoption","Male",TRUE,0.246575342,"(-0.022, 2.2]",2017,4,"2017-08","8",2017,"Saturday",15,FALSE,TRUE,"solid","blue","","blue",TRUE,TRUE
"5554","domestic shorthair","Foster","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2016,3,"2016-05","5",2016,"Tuesday",12,FALSE,TRUE,"torbie","other","","torbie",TRUE,TRUE
"5555","domestic shorthair","","Adoption","Male",TRUE,0.246575342,"(-0.022, 2.2]",2015,6,"2015-09","9",2015,"Saturday",17,FALSE,TRUE,"tabby","brown","white","brown ",TRUE,TRUE
"5556","domestic mediumhair","","Adoption","Male",TRUE,0.575342466,"(-0.022, 2.2]",2015,2,"2015-09","9",2015,"Monday",14,FALSE,TRUE,"tabby","orange","","orange",FALSE,TRUE
"5557","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2015,4,"2015-07","7",2015,"Thursday",17,FALSE,TRUE,"solid","blue","","blue",TRUE,TRUE
"5558","domestic shorthair","","Adoption","Male",FALSE,0.082191781,"(-0.022, 2.2]",2017,4,"2017-06","6",2017,"Sunday",13,FALSE,TRUE,"tabby","other","","cream",TRUE,TRUE
"5559","american shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2017,9,"2017-11","11",2017,"Sunday",18,TRUE,FALSE,"tabby","other","white","cream ",TRUE,TRUE
"5560","domestic shorthair","","Adoption","Female",TRUE,8,"(6.6, 8.8]",2008,6,"2016-07","7",2016,"Saturday",17,FALSE,TRUE,"tabby","orange","","orange",FALSE,TRUE
"5561","domestic shorthair","","Adoption","Female",FALSE,0.082191781,"(-0.022, 2.2]",2016,9,"2016-11","11",2016,"Thursday",21,FALSE,TRUE,"tabby","blue","","blue",TRUE,TRUE
"5562","domestic shorthair","","Adoption","Male",TRUE,0.246575342,"(-0.022, 2.2]",2015,4,"2015-08","8",2015,"Monday",17,FALSE,TRUE,"tabby","orange","","orange",TRUE,TRUE
"5563","siamese","Foster","Adoption","Male",TRUE,0.246575342,"(-0.022, 2.2]",2016,4,"2016-08","8",2016,"Friday",13,TRUE,FALSE,"point","other","","flame",TRUE,TRUE
"5564","domestic mediumhair","","Adoption","Male",TRUE,0.246575342,"(-0.022, 2.2]",2015,8,"2015-11","11",2015,"Monday",18,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"5565","domestic shorthair","","Adoption","Male",TRUE,0.246575342,"(-0.022, 2.2]",2015,3,"2015-07","7",2015,"Friday",18,FALSE,TRUE,"tabby","brown","white","brown ",TRUE,TRUE
"5566","domestic shorthair","Foster","Adoption","Male",TRUE,0.246575342,"(-0.022, 2.2]",2016,3,"2016-07","7",2016,"Saturday",19,FALSE,TRUE,"tabby","blue","","blue",TRUE,TRUE
"5567","domestic mediumhair","","Adoption","Female",TRUE,0.328767123,"(-0.022, 2.2]",2016,9,"2017-01","1",2017,"Monday",17,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"5568","domestic shorthair","Foster","Adoption","Male",TRUE,0.246575342,"(-0.022, 2.2]",2015,5,"2015-09","9",2015,"Tuesday",9,FALSE,TRUE,"solid","black","white","black",TRUE,TRUE
"5569","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2016,5,"2016-08","8",2016,"Saturday",19,FALSE,TRUE,"solid","black","","black",TRUE,TRUE
"5570","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2015,3,"2015-05","5",2015,"Monday",17,FALSE,TRUE,"solid","blue","","blue",TRUE,TRUE
"5571","domestic shorthair","Foster","Adoption","Female",TRUE,0.246575342,"(-0.022, 2.2]",2017,3,"2017-07","7",2017,"Saturday",16,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"5572","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2017,8,"2017-10","10",2017,"Friday",18,FALSE,TRUE,"tabby","orange","","orange",TRUE,TRUE
"5573","domestic shorthair","","Adoption","Female",TRUE,0.328767123,"(-0.022, 2.2]",2017,5,"2017-08","8",2017,"Thursday",17,FALSE,TRUE,"calico","other","","calico",TRUE,TRUE
"5574","domestic shorthair","","Adoption","Female",TRUE,0.410958904,"(-0.022, 2.2]",2016,4,"2016-09","9",2016,"Saturday",16,FALSE,TRUE,"calico","other","","calico",TRUE,TRUE
"5575","domestic shorthair","","Adoption","Male",TRUE,2,"(-0.022, 2.2]",2014,3,"2016-03","3",2016,"Sunday",13,FALSE,TRUE,"solid","black","","black",FALSE,TRUE
"5576","domestic mediumhair","Foster","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2016,7,"2016-09","9",2016,"Friday",11,FALSE,TRUE,"solid","black","","black",TRUE,TRUE
"5577","domestic shorthair","","Adoption","Male",TRUE,1,"(-0.022, 2.2]",2016,6,"2017-06","6",2017,"Monday",14,FALSE,TRUE,"tabby","brown","white","brown ",FALSE,TRUE
"5578","domestic shorthair","Foster","Adoption","Male",TRUE,0.246575342,"(-0.022, 2.2]",2015,8,"2015-11","11",2015,"Tuesday",8,FALSE,TRUE,"solid","black","","black",TRUE,TRUE
"5579","domestic shorthair","","Adoption","Male",TRUE,0.657534247,"(-0.022, 2.2]",2016,11,"2017-07","7",2017,"Thursday",17,FALSE,TRUE,"solid","blue","","blue",FALSE,TRUE
"5580","domestic mediumhair","","Adoption","Female",TRUE,1,"(-0.022, 2.2]",2016,5,"2017-10","10",2017,"Sunday",12,FALSE,TRUE,"tabby","brown","","brown",FALSE,TRUE
"5581","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2016,2,"2016-04","4",2016,"Wednesday",17,FALSE,TRUE,"tabby","black","","black",TRUE,TRUE
"5582","domestic shorthair","","Adoption","Male",TRUE,0.739726027,"(-0.022, 2.2]",2017,3,"2017-12","12",2017,"Friday",19,FALSE,TRUE,"solid","black","","black",FALSE,TRUE
"5583","domestic shorthair","Foster","Adoption","Female",TRUE,0.328767123,"(-0.022, 2.2]",2017,4,"2017-08","8",2017,"Saturday",13,FALSE,TRUE,"tortie","other","white","tortie",TRUE,TRUE
"5584","domestic mediumhair","Foster","Adoption","Male",TRUE,0.410958904,"(-0.022, 2.2]",2015,5,"2015-11","11",2015,"Tuesday",11,FALSE,TRUE,"tabby","blue","white","blue ",TRUE,TRUE
"5585","domestic longhair","","Adoption","Female",TRUE,3,"(2.2, 4.4]",2013,2,"2016-02","2",2016,"Sunday",14,FALSE,TRUE,"solid","black","white","black",FALSE,TRUE
"5586","domestic mediumhair","","Adoption","Female",TRUE,0.082191781,"(-0.022, 2.2]",2015,4,"2015-06","6",2015,"Friday",18,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"5587","domestic longhair","","Adoption","Female",TRUE,0.246575342,"(-0.022, 2.2]",2016,4,"2016-07","7",2016,"Sunday",18,FALSE,TRUE,"solid","black","white","black",TRUE,TRUE
"5588","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2015,5,"2015-07","7",2015,"Tuesday",16,FALSE,TRUE,"tabby","orange","","orange",TRUE,TRUE
"5589","domestic mediumhair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2017,9,"2017-12","12",2017,"Sunday",12,FALSE,TRUE,"tabby","brown","white","brown ",TRUE,TRUE
"5590","domestic mediumhair","Foster","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2016,9,"2016-12","12",2016,"Saturday",12,FALSE,TRUE,"solid","black","","black",TRUE,TRUE
"5591","domestic shorthair","","Adoption","Male",TRUE,0.246575342,"(-0.022, 2.2]",2016,6,"2016-09","9",2016,"Wednesday",19,FALSE,TRUE,"solid","white","","white",TRUE,TRUE
"5592","domestic shorthair","","Adoption","Male",TRUE,1,"(-0.022, 2.2]",2014,8,"2015-08","8",2015,"Sunday",19,FALSE,TRUE,"solid","white","orange","white",FALSE,TRUE
"5593","domestic mediumhair","","Adoption","Female",TRUE,0.328767123,"(-0.022, 2.2]",2015,5,"2015-09","9",2015,"Saturday",13,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"5594","domestic mediumhair","","Adoption","Female",TRUE,0.410958904,"(-0.022, 2.2]",2017,4,"2017-09","9",2017,"Saturday",16,FALSE,TRUE,"torbie","other","","torbie",TRUE,TRUE
"5595","domestic shorthair","","Adoption","Male",TRUE,5,"(4.4, 6.6]",2012,3,"2017-06","6",2017,"Thursday",17,FALSE,TRUE,"solid","blue","","blue",FALSE,TRUE
"5596","domestic shorthair","","Adoption","Male",TRUE,1,"(-0.022, 2.2]",2014,4,"2015-05","5",2015,"Monday",11,FALSE,TRUE,"solid","black","","black",FALSE,TRUE
"5597","domestic shorthair","","Adoption","Female",TRUE,0.410958904,"(-0.022, 2.2]",2015,2,"2015-08","8",2015,"Tuesday",18,FALSE,TRUE,"tabby","blue","white","blue ",TRUE,TRUE
"5598","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2017,10,"2017-12","12",2017,"Wednesday",19,FALSE,TRUE,"solid","black","white","black",TRUE,TRUE
"5599","american shorthair","","Adoption","Female",TRUE,2,"(-0.022, 2.2]",2015,8,"2017-09","9",2017,"Wednesday",15,TRUE,FALSE,"tortie","other","white","tortie",FALSE,TRUE
"5600","domestic shorthair","","Adoption","Male",TRUE,0.246575342,"(-0.022, 2.2]",2015,3,"2015-06","6",2015,"Monday",17,FALSE,TRUE,"tabby","brown","white","brown ",TRUE,TRUE
"5601","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2017,5,"2017-08","8",2017,"Wednesday",18,FALSE,TRUE,"point","other","","lynx",TRUE,TRUE
"5602","domestic shorthair","","Adoption","Female",TRUE,0.328767123,"(-0.022, 2.2]",2016,8,"2016-12","12",2016,"Thursday",17,FALSE,TRUE,"tabby","brown","white","brown ",TRUE,TRUE
"5603","siamese","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2017,4,"2017-07","7",2017,"Thursday",17,TRUE,FALSE,"point","other","","lynx",TRUE,TRUE
"5604","domestic mediumhair","Foster","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2016,4,"2016-07","7",2016,"Saturday",17,FALSE,TRUE,"solid","black","white","black",TRUE,TRUE
"5605","domestic shorthair","Foster","Adoption","Female",TRUE,0.246575342,"(-0.022, 2.2]",2015,8,"2015-12","12",2015,"Wednesday",16,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"5606","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2017,4,"2017-07","7",2017,"Saturday",16,FALSE,TRUE,"tabby","brown","white","brown ",TRUE,TRUE
"5607","domestic shorthair","","Adoption","Male",TRUE,0.328767123,"(-0.022, 2.2]",2015,9,"2016-02","2",2016,"Monday",14,FALSE,TRUE,"tabby","brown","white","brown ",TRUE,TRUE
"5608","domestic shorthair","Foster","Adoption","Male",FALSE,0.082191781,"(-0.022, 2.2]",2016,5,"2016-07","7",2016,"Friday",10,FALSE,TRUE,"tabby","other","white","gray ",TRUE,TRUE
"5609","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2015,5,"2015-07","7",2015,"Tuesday",17,FALSE,TRUE,"solid","black","white","black",TRUE,TRUE
"5610","domestic shorthair","","Adoption","Female",TRUE,1,"(-0.022, 2.2]",2016,4,"2017-04","4",2017,"Sunday",16,FALSE,TRUE,"solid","black","","black",FALSE,TRUE
"5611","domestic shorthair","","Adoption","Male",TRUE,2,"(-0.022, 2.2]",2015,3,"2017-03","3",2017,"Saturday",9,FALSE,TRUE,"tabby","brown","","brown",FALSE,TRUE
"5612","domestic shorthair","","Adoption","Female",TRUE,0.328767123,"(-0.022, 2.2]",2015,10,"2016-03","3",2016,"Thursday",14,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"5613","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2015,3,"2015-06","6",2015,"Sunday",12,FALSE,TRUE,"solid","black","","black",TRUE,TRUE
"5614","domestic shorthair","","Adoption","Male",TRUE,0.410958904,"(-0.022, 2.2]",2015,3,"2015-09","9",2015,"Thursday",13,FALSE,TRUE,"solid","black","","black",TRUE,TRUE
"5615","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2015,5,"2015-08","8",2015,"Thursday",16,FALSE,TRUE,"tabby","brown","white","brown ",TRUE,TRUE
"5616","domestic shorthair","Foster","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2016,12,"2017-02","2",2017,"Thursday",15,FALSE,TRUE,"solid","black","","black",TRUE,TRUE
"5617","domestic shorthair","","Adoption","Female",TRUE,0.082191781,"(-0.022, 2.2]",2017,4,"2017-06","6",2017,"Tuesday",19,FALSE,TRUE,"solid","blue","white","blue",TRUE,TRUE
"5618","domestic shorthair","","Adoption","Female",TRUE,1,"(-0.022, 2.2]",2015,11,"2017-01","1",2017,"Sunday",18,FALSE,TRUE,"solid","white","black","white",FALSE,TRUE
"5619","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2015,3,"2015-06","6",2015,"Friday",17,FALSE,TRUE,"tabby","other","","cream",TRUE,TRUE
"5620","domestic shorthair","","Adoption","Male",TRUE,0.246575342,"(-0.022, 2.2]",2016,4,"2016-08","8",2016,"Sunday",19,FALSE,TRUE,"solid","black","white","black",TRUE,TRUE
"5621","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2015,10,"2015-12","12",2015,"Monday",16,FALSE,TRUE,"solid","black","white","black",TRUE,TRUE
"5622","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2016,3,"2016-05","5",2016,"Tuesday",16,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"5623","domestic shorthair","","Adoption","Female",FALSE,0.164383562,"(-0.022, 2.2]",2016,3,"2016-05","5",2016,"Monday",16,FALSE,TRUE,"tabby","brown","white","brown ",TRUE,TRUE
"5624","domestic shorthair","Foster","Adoption","Male",TRUE,6,"(4.4, 6.6]",2010,9,"2016-12","12",2016,"Tuesday",11,FALSE,TRUE,"tabby","orange","white","orange ",FALSE,TRUE
"5625","domestic shorthair","","Adoption","Female",TRUE,5,"(4.4, 6.6]",2012,9,"2017-10","10",2017,"Thursday",21,FALSE,TRUE,"tabby","brown","white","brown ",FALSE,TRUE
"5626","domestic shorthair","","Adoption","Female",TRUE,0.246575342,"(-0.022, 2.2]",2016,3,"2016-06","6",2016,"Wednesday",22,FALSE,TRUE,"solid","black","white","black",TRUE,TRUE
"5627","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2017,5,"2017-08","8",2017,"Friday",14,FALSE,TRUE,"tabby","orange","","orange",TRUE,TRUE
"5628","domestic shorthair","","Adoption","Male",TRUE,0.410958904,"(-0.022, 2.2]",2015,6,"2015-11","11",2015,"Sunday",18,FALSE,TRUE,"point","other","","seal",TRUE,TRUE
"5629","domestic shorthair","","Adoption","Female",TRUE,0.328767123,"(-0.022, 2.2]",2015,6,"2015-10","10",2015,"Thursday",19,FALSE,TRUE,"tortie","other","","tortie",TRUE,TRUE
"5630","domestic mediumhair","","Adoption","Female",TRUE,0.246575342,"(-0.022, 2.2]",2017,6,"2017-09","9",2017,"Monday",18,FALSE,TRUE,"tabby","other","orange","gray ",TRUE,TRUE
"5631","domestic mediumhair","","Adoption","Female",FALSE,1,"(-0.022, 2.2]",2015,4,"2016-04","4",2016,"Tuesday",22,FALSE,TRUE,"tortie","other","","tortie",FALSE,TRUE
"5632","domestic shorthair","","Adoption","Male",TRUE,1,"(-0.022, 2.2]",2016,10,"2017-11","11",2017,"Saturday",14,FALSE,TRUE,"point","other","","flame",FALSE,TRUE
"5633","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2017,10,"2017-12","12",2017,"Monday",18,FALSE,TRUE,"solid","blue","white","blue",TRUE,TRUE
"5634","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2015,4,"2015-06","6",2015,"Saturday",14,FALSE,TRUE,"tabby","blue","","blue",TRUE,TRUE
"5635","domestic shorthair","Foster","Adoption","Male",TRUE,0.328767123,"(-0.022, 2.2]",2015,5,"2015-09","9",2015,"Saturday",14,FALSE,TRUE,"solid","black","","black",TRUE,TRUE
"5636","domestic shorthair","Foster","Adoption","Male",TRUE,0.246575342,"(-0.022, 2.2]",2015,4,"2015-07","7",2015,"Friday",18,FALSE,TRUE,"tabby","black","white","black ",TRUE,TRUE
"5637","domestic shorthair","Foster","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2017,3,"2017-06","6",2017,"Friday",13,FALSE,TRUE,"calico","other","","calico",TRUE,TRUE
"5638","domestic shorthair","","Adoption","Male",TRUE,0.082191781,"(-0.022, 2.2]",2016,5,"2016-07","7",2016,"Sunday",17,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"5639","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2016,4,"2016-06","6",2016,"Friday",17,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"5640","domestic shorthair","","Adoption","Female",TRUE,1,"(-0.022, 2.2]",2016,7,"2017-07","7",2017,"Saturday",12,FALSE,TRUE,"solid","blue","white","blue",FALSE,TRUE
"5641","siamese","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2015,4,"2015-07","7",2015,"Thursday",18,TRUE,FALSE,"point","other","","lynx",TRUE,TRUE
"5642","siamese","Foster","Adoption","Male",TRUE,0.246575342,"(-0.022, 2.2]",2015,4,"2015-08","8",2015,"Tuesday",14,TRUE,FALSE,"solid","black","","black",TRUE,TRUE
"5643","domestic shorthair","","Adoption","Male",FALSE,0.164383562,"(-0.022, 2.2]",2016,4,"2016-07","7",2016,"Sunday",10,FALSE,TRUE,"tabby","orange","white","orange ",TRUE,TRUE
"5644","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2016,6,"2016-09","9",2016,"Monday",16,FALSE,TRUE,"tabby","orange","","orange",TRUE,TRUE
"5645","domestic shorthair","","Adoption","Male",TRUE,8,"(6.6, 8.8]",2007,10,"2015-11","11",2015,"Saturday",14,FALSE,TRUE,"tabby","blue","","blue",FALSE,TRUE
"5646","domestic shorthair","Foster","Adoption","Female",TRUE,0.410958904,"(-0.022, 2.2]",2015,9,"2016-03","3",2016,"Wednesday",11,FALSE,TRUE,"solid","blue","white","blue",TRUE,TRUE
"5647","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2016,4,"2016-06","6",2016,"Wednesday",12,FALSE,TRUE,"solid","black","","black",TRUE,TRUE
"5648","domestic mediumhair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2016,10,"2017-01","1",2017,"Monday",17,FALSE,TRUE,"solid","black","","black",TRUE,TRUE
"5649","domestic shorthair","Foster","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2015,7,"2015-10","10",2015,"Friday",8,FALSE,TRUE,"torbie","other","","torbie",TRUE,TRUE
"5650","domestic mediumhair","Foster","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2016,4,"2016-06","6",2016,"Thursday",13,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"5651","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2016,3,"2016-05","5",2016,"Sunday",17,FALSE,TRUE,"tabby","brown","orange","brown ",TRUE,TRUE
"5652","domestic shorthair","Foster","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2017,4,"2017-07","7",2017,"Saturday",18,FALSE,TRUE,"solid","blue","white","blue",TRUE,TRUE
"5653","domestic longhair","Foster","Adoption","Female",TRUE,0.821917808,"(-0.022, 2.2]",2015,6,"2016-04","4",2016,"Thursday",9,FALSE,TRUE,"tortie","other","white","tortie",FALSE,TRUE
"5654","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2017,8,"2017-10","10",2017,"Wednesday",17,FALSE,TRUE,"tabby","brown","white","brown ",TRUE,TRUE
"5655","domestic shorthair","","Adoption","Female",TRUE,5,"(4.4, 6.6]",2011,7,"2016-07","7",2016,"Sunday",15,FALSE,TRUE,"tortie","other","","tortie",FALSE,TRUE
"5656","domestic shorthair/domestic shorthair","","Adoption","Female",TRUE,0.246575342,"(-0.022, 2.2]",2017,7,"2017-10","10",2017,"Friday",18,FALSE,TRUE,"solid","black","","black",TRUE,TRUE
"5657","domestic shorthair","","Adoption","Female",TRUE,0.082191781,"(-0.022, 2.2]",2017,4,"2017-06","6",2017,"Wednesday",17,FALSE,TRUE,"torbie","other","","torbie",TRUE,TRUE
"5658","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2016,3,"2016-06","6",2016,"Wednesday",19,FALSE,TRUE,"solid","black","white","black",TRUE,TRUE
"5659","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2015,9,"2015-11","11",2015,"Friday",16,FALSE,TRUE,"tabby","orange","","orange",TRUE,TRUE
"5660","domestic shorthair","Foster","Adoption","Male",TRUE,0.328767123,"(-0.022, 2.2]",2015,4,"2015-08","8",2015,"Thursday",7,FALSE,TRUE,"solid","black","white","black",TRUE,TRUE
