"","breed","outcome_subtype","outcome_type","sex","Spay.Neuter","age.at.outcome","age_group","dob_year","dob_month","dob_monthyear","outcome_month","outcome_year","outcome_weekday","outcome_hour","cfa_breed","domestic_breed","coat_pattern","color1","color2","coat","is.kitten","adopted"
"1","domestic shorthair","","Adoption","Female",FALSE,0.082191781,"(-0.022, 2.2]",2014,6,"2014-08","8",2014,"Thursday",18,FALSE,TRUE,"tabby","blue","white","blue ",TRUE,TRUE
"2","domestic shorthair","Offsite","Adoption","Female",TRUE,0.246575342,"(-0.022, 2.2]",2014,3,"2014-06","6",2014,"Sunday",17,FALSE,TRUE,"solid","white","black","white",TRUE,TRUE
"3","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,6,"2014-08","8",2014,"Wednesday",15,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"4","domestic shorthair","","Adoption","Male",TRUE,0.410958904,"(-0.022, 2.2]",2014,3,"2014-08","8",2014,"Sunday",15,FALSE,TRUE,"tabby","black","","black",TRUE,TRUE
"5","domestic shorthair","Foster","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,8,"2014-10","10",2014,"Friday",18,FALSE,TRUE,"tabby","orange","","orange",TRUE,TRUE
"6","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,4,"2014-07","7",2014,"Thursday",17,FALSE,TRUE,"torbie","other","","torbie",TRUE,TRUE
"7","domestic shorthair","","Adoption","Female",TRUE,0.246575342,"(-0.022, 2.2]",2014,4,"2014-07","7",2014,"Saturday",17,FALSE,TRUE,"solid","black","","black",TRUE,TRUE
"8","russian blue","","Adoption","Female",TRUE,4,"(2.2, 4.4]",2010,6,"2014-07","7",2014,"Saturday",15,TRUE,FALSE,"solid","blue","","blue",FALSE,TRUE
"9","russian blue","Foster","Adoption","Male",TRUE,7,"(6.6, 8.8]",2007,7,"2014-08","8",2014,"Tuesday",15,TRUE,FALSE,"solid","blue","","blue",FALSE,TRUE
"10","domestic shorthair","","Adoption","Female",TRUE,1,"(-0.022, 2.2]",2013,1,"2014-01","1",2014,"Sunday",12,FALSE,TRUE,"torbie","other","","torbie",FALSE,TRUE
"11","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,9,"2014-11","11",2014,"Saturday",15,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"12","domestic shorthair","Foster","Adoption","Female",TRUE,0.246575342,"(-0.022, 2.2]",2014,3,"2014-06","6",2014,"Tuesday",15,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"13","domestic shorthair","","Adoption","Male",TRUE,0.328767123,"(-0.022, 2.2]",2013,6,"2013-10","10",2013,"Thursday",16,FALSE,TRUE,"solid","black","","black",TRUE,TRUE
"14","domestic longhair","Foster","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,10,"2014-12","12",2014,"Saturday",14,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"15","domestic shorthair","","Adoption","Male",TRUE,1,"(-0.022, 2.2]",2012,11,"2013-11","11",2013,"Saturday",17,FALSE,TRUE,"tabby","orange","","orange",FALSE,TRUE
"16","domestic shorthair","Foster","Adoption","Female",TRUE,2,"(-0.022, 2.2]",2012,2,"2014-05","5",2014,"Tuesday",10,FALSE,TRUE,"tabby","brown","","brown",FALSE,TRUE
"17","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,8,"2014-10","10",2014,"Monday",17,FALSE,TRUE,"solid","white","black","white",TRUE,TRUE
"18","domestic shorthair","","Adoption","Male",TRUE,0.246575342,"(-0.022, 2.2]",2013,7,"2013-11","11",2013,"Friday",19,FALSE,TRUE,"tabby","orange","","orange",TRUE,TRUE
"19","domestic shorthair","","Adoption","Male",TRUE,10,"(8.8, 11.0]",2004,8,"2014-10","10",2014,"Sunday",16,FALSE,TRUE,"solid","black","white","black",FALSE,TRUE
"20","domestic shorthair","","Adoption","Female",TRUE,8,"(6.6, 8.8]",2005,10,"2013-12","12",2013,"Thursday",15,FALSE,TRUE,"torbie","other","","torbie",FALSE,TRUE
"21","domestic shorthair","Foster","Adoption","Female",TRUE,0.246575342,"(-0.022, 2.2]",2014,4,"2014-07","7",2014,"Saturday",11,FALSE,TRUE,"tabby","blue","","blue",TRUE,TRUE
"22","domestic shorthair","Foster","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,4,"2014-07","7",2014,"Saturday",12,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"23","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,9,"2014-11","11",2014,"Saturday",13,FALSE,TRUE,"tabby","orange","white","orange ",TRUE,TRUE
"24","domestic shorthair","","Adoption","Male",TRUE,3,"(2.2, 4.4]",2011,7,"2014-07","7",2014,"Sunday",16,FALSE,TRUE,"tabby","orange","","orange",FALSE,TRUE
"25","domestic shorthair","","Adoption","Female",TRUE,1,"(-0.022, 2.2]",2012,8,"2014-03","3",2014,"Friday",15,FALSE,TRUE,"tabby","brown","","brown",FALSE,TRUE
"26","domestic shorthair","","Adoption","Male",TRUE,0.904109589,"(-0.022, 2.2]",2013,6,"2014-06","6",2014,"Sunday",16,FALSE,TRUE,"tabby","orange","white","orange ",FALSE,TRUE
"27","domestic shorthair","","Adoption","Male",TRUE,1,"(-0.022, 2.2]",2012,4,"2014-01","1",2014,"Thursday",16,FALSE,TRUE,"solid","black","","black",FALSE,TRUE
"28","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,9,"2014-11","11",2014,"Friday",14,FALSE,TRUE,"torbie","other","","torbie",TRUE,TRUE
"29","domestic shorthair","","Adoption","Female",TRUE,0.493150685,"(-0.022, 2.2]",2014,3,"2014-09","9",2014,"Monday",14,FALSE,TRUE,"solid","blue","","blue",FALSE,TRUE
"30","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,4,"2014-06","6",2014,"Monday",18,FALSE,TRUE,"torbie","other","","torbie",TRUE,TRUE
"31","domestic shorthair","Foster","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,4,"2014-07","7",2014,"Tuesday",11,FALSE,TRUE,"tabby","blue","white","blue ",TRUE,TRUE
"32","domestic mediumhair","","Adoption","Male",FALSE,0.164383562,"(-0.022, 2.2]",2014,2,"2014-04","4",2014,"Saturday",15,FALSE,TRUE,"tabby","orange","","orange",TRUE,TRUE
"33","domestic shorthair","Foster","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,5,"2014-08","8",2014,"Sunday",16,FALSE,TRUE,"tortie","other","","tortie",TRUE,TRUE
"34","domestic mediumhair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,3,"2014-06","6",2014,"Sunday",15,FALSE,TRUE,"tabby","other","","cream",TRUE,TRUE
"35","manx","","Adoption","Male",FALSE,0.246575342,"(-0.022, 2.2]",2013,6,"2013-10","10",2013,"Sunday",18,TRUE,FALSE,"tabby","brown","white","brown ",TRUE,TRUE
"36","siamese","","Adoption","Female",TRUE,16,"(15.4, 17.6]",1998,1,"2014-02","2",2014,"Wednesday",18,TRUE,FALSE,"point","other","","lynx",FALSE,TRUE
"37","domestic longhair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,4,"2014-07","7",2014,"Friday",18,FALSE,TRUE,"solid","blue","white","blue",TRUE,TRUE
"38","domestic mediumhair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,6,"2014-09","9",2014,"Wednesday",18,FALSE,TRUE,"calico","other","","calico",TRUE,TRUE
"39","domestic shorthair","Foster","Adoption","Female",TRUE,0.246575342,"(-0.022, 2.2]",2013,9,"2013-12","12",2013,"Sunday",19,FALSE,TRUE,"solid","black","","black",TRUE,TRUE
"40","domestic shorthair","","Adoption","Male",TRUE,6,"(4.4, 6.6]",2007,12,"2014-11","11",2014,"Wednesday",12,FALSE,TRUE,"tabby","other","","cream",FALSE,TRUE
"41","domestic longhair","Foster","Adoption","Male",FALSE,0.246575342,"(-0.022, 2.2]",2014,8,"2014-12","12",2014,"Thursday",14,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"42","domestic shorthair","","Adoption","Female",FALSE,0.821917808,"(-0.022, 2.2]",2013,1,"2013-11","11",2013,"Friday",17,FALSE,TRUE,"calico","other","","calico",FALSE,TRUE
"43","domestic mediumhair","","Adoption","Female",FALSE,0.164383562,"(-0.022, 2.2]",2014,6,"2014-09","9",2014,"Saturday",19,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"44","domestic shorthair","Foster","Adoption","Female",TRUE,0.328767123,"(-0.022, 2.2]",2013,8,"2013-12","12",2013,"Thursday",9,FALSE,TRUE,"solid","white","black","white",TRUE,TRUE
"45","domestic shorthair","","Adoption","Male",FALSE,0.082191781,"(-0.022, 2.2]",2014,4,"2014-06","6",2014,"Friday",15,FALSE,TRUE,"tabby","blue","","blue",TRUE,TRUE
"46","domestic shorthair","","Adoption","Female",TRUE,0.493150685,"(-0.022, 2.2]",2014,2,"2014-09","9",2014,"Monday",14,FALSE,TRUE,"tortie","other","","tortie",FALSE,TRUE
"47","domestic shorthair","","Adoption","Male",TRUE,0.246575342,"(-0.022, 2.2]",2014,8,"2014-12","12",2014,"Tuesday",18,FALSE,TRUE,"tabby","blue","","blue",TRUE,TRUE
"48","domestic shorthair","","Adoption","Female",TRUE,1,"(-0.022, 2.2]",2012,10,"2013-10","10",2013,"Sunday",17,FALSE,TRUE,"solid","black","white","black",FALSE,TRUE
"49","siamese","","Adoption","Male",TRUE,2,"(-0.022, 2.2]",2012,5,"2014-05","5",2014,"Saturday",15,TRUE,FALSE,"point","other","","lynx",FALSE,TRUE
"50","domestic shorthair","","Adoption","Female",TRUE,2,"(-0.022, 2.2]",2012,3,"2014-07","7",2014,"Sunday",14,FALSE,TRUE,"calico","other","","calico",FALSE,TRUE
"51","domestic shorthair","","Adoption","Female",TRUE,1,"(-0.022, 2.2]",2013,4,"2014-05","5",2014,"Saturday",12,FALSE,TRUE,"calico","other","","calico",FALSE,TRUE
"52","domestic mediumhair","","Adoption","Female",TRUE,0.082191781,"(-0.022, 2.2]",2014,3,"2014-05","5",2014,"Monday",17,FALSE,TRUE,"torbie","other","","torbie",TRUE,TRUE
"53","domestic shorthair","","Adoption","Male",TRUE,3,"(2.2, 4.4]",2011,5,"2014-05","5",2014,"Monday",12,FALSE,TRUE,"tabby","brown","","brown",FALSE,TRUE
"54","domestic shorthair","Foster","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2013,10,"2013-12","12",2013,"Monday",15,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"55","domestic longhair","","Adoption","Male",TRUE,4,"(2.2, 4.4]",2010,4,"2014-05","5",2014,"Saturday",16,FALSE,TRUE,"solid","blue","white","blue",FALSE,TRUE
"56","domestic shorthair","","Adoption","Female",TRUE,1,"(-0.022, 2.2]",2012,4,"2014-03","3",2014,"Saturday",18,FALSE,TRUE,"tabby","orange","white","orange ",FALSE,TRUE
"57","domestic shorthair","Foster","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,4,"2014-07","7",2014,"Saturday",17,FALSE,TRUE,"tabby","brown","white","brown ",TRUE,TRUE
"58","domestic shorthair","","Adoption","Female",FALSE,0.328767123,"(-0.022, 2.2]",2013,11,"2014-03","3",2014,"Tuesday",19,FALSE,TRUE,"solid","black","","black",TRUE,TRUE
"59","domestic shorthair","Foster","Adoption","Male",TRUE,10,"(8.8, 11.0]",2003,10,"2014-03","3",2014,"Wednesday",8,FALSE,TRUE,"solid","white","black","white",FALSE,TRUE
"60","domestic shorthair","","Adoption","Female",TRUE,0.410958904,"(-0.022, 2.2]",2013,9,"2014-03","3",2014,"Monday",17,FALSE,TRUE,"torbie","other","","torbie",TRUE,TRUE
"61","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2013,8,"2013-10","10",2013,"Sunday",16,FALSE,TRUE,"solid","black","","black",TRUE,TRUE
"62","domestic longhair","","Adoption","Female",TRUE,3,"(2.2, 4.4]",2011,10,"2014-10","10",2014,"Thursday",16,FALSE,TRUE,"solid","white","","white",FALSE,TRUE
"63","domestic shorthair","Foster","Adoption","Male",FALSE,0.164383562,"(-0.022, 2.2]",2014,3,"2014-05","5",2014,"Tuesday",8,FALSE,TRUE,"solid","black","","black",TRUE,TRUE
"64","domestic mediumhair","","Adoption","Male",TRUE,1,"(-0.022, 2.2]",2012,6,"2013-10","10",2013,"Monday",16,FALSE,TRUE,"solid","black","","black",FALSE,TRUE
"65","domestic shorthair","","Adoption","Male",TRUE,2,"(-0.022, 2.2]",2011,12,"2013-12","12",2013,"Friday",11,FALSE,TRUE,"solid","black","white","black",FALSE,TRUE
"66","domestic shorthair","Foster","Adoption","Female",TRUE,0.328767123,"(-0.022, 2.2]",2014,5,"2014-09","9",2014,"Thursday",7,FALSE,TRUE,"solid","white","black","white",TRUE,TRUE
"67","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,3,"2014-05","5",2014,"Saturday",14,FALSE,TRUE,"solid","black","","black",TRUE,TRUE
"68","domestic shorthair","","Adoption","Male",TRUE,0.657534247,"(-0.022, 2.2]",2013,4,"2013-12","12",2013,"Monday",17,FALSE,TRUE,"tabby","other","","cream",FALSE,TRUE
"69","domestic shorthair","","Adoption","Female",FALSE,0.164383562,"(-0.022, 2.2]",2014,7,"2014-10","10",2014,"Sunday",14,FALSE,TRUE,"tabby","other","","cream",TRUE,TRUE
"70","domestic shorthair","","Adoption","Female",TRUE,1,"(-0.022, 2.2]",2012,10,"2013-12","12",2013,"Friday",13,FALSE,TRUE,"calico","other","","calico",FALSE,TRUE
"71","domestic shorthair","","Adoption","Female",TRUE,1,"(-0.022, 2.2]",2013,1,"2014-01","1",2014,"Monday",12,FALSE,TRUE,"torbie","other","","torbie",FALSE,TRUE
"72","domestic shorthair","","Adoption","Male",TRUE,0.657534247,"(-0.022, 2.2]",2013,7,"2014-04","4",2014,"Tuesday",12,FALSE,TRUE,"tabby","brown","","brown",FALSE,TRUE
"73","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,9,"2014-12","12",2014,"Monday",17,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"74","domestic mediumhair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,5,"2014-08","8",2014,"Wednesday",16,FALSE,TRUE,"solid","black","white","black",TRUE,TRUE
"75","domestic mediumhair","","Adoption","Female",TRUE,0.657534247,"(-0.022, 2.2]",2013,5,"2014-01","1",2014,"Saturday",12,FALSE,TRUE,"solid","black","white","black",FALSE,TRUE
"76","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,4,"2014-07","7",2014,"Monday",18,FALSE,TRUE,"torbie","other","","torbie",TRUE,TRUE
"77","domestic shorthair","","Adoption","Male",TRUE,0.739726027,"(-0.022, 2.2]",2013,7,"2014-04","4",2014,"Wednesday",18,FALSE,TRUE,"tabby","orange","","orange",FALSE,TRUE
"78","domestic shorthair","","Adoption","Male",TRUE,0.246575342,"(-0.022, 2.2]",2014,4,"2014-07","7",2014,"Monday",18,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"79","domestic shorthair","Foster","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,7,"2014-09","9",2014,"Monday",15,FALSE,TRUE,"tabby","brown","white","brown ",TRUE,TRUE
"80","domestic shorthair","","Adoption","Female",TRUE,1,"(-0.022, 2.2]",2013,3,"2014-09","9",2014,"Sunday",18,FALSE,TRUE,"solid","white","","white",FALSE,TRUE
"81","domestic shorthair","Foster","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,2,"2014-04","4",2014,"Saturday",18,FALSE,TRUE,"tabby","brown","white","brown ",TRUE,TRUE
"82","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,4,"2014-07","7",2014,"Thursday",17,FALSE,TRUE,"tabby","blue","","blue",TRUE,TRUE
"83","domestic mediumhair","","Adoption","Male",FALSE,2,"(-0.022, 2.2]",2011,12,"2013-12","12",2013,"Tuesday",18,FALSE,TRUE,"tabby","blue","","blue",FALSE,TRUE
"84","domestic shorthair","","Adoption","Female",TRUE,1,"(-0.022, 2.2]",2013,3,"2014-04","4",2014,"Sunday",14,FALSE,TRUE,"solid","black","","black",FALSE,TRUE
"85","domestic shorthair","","Adoption","Female",TRUE,0.246575342,"(-0.022, 2.2]",2013,8,"2013-12","12",2013,"Saturday",15,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"86","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,3,"2014-05","5",2014,"Saturday",16,FALSE,TRUE,"tabby","orange","","orange",TRUE,TRUE
"87","russian blue","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,6,"2014-09","9",2014,"Friday",19,TRUE,FALSE,"solid","blue","","blue",TRUE,TRUE
"88","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,4,"2014-07","7",2014,"Wednesday",12,FALSE,TRUE,"tabby","blue","white","blue ",TRUE,TRUE
"89","siamese","Foster","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,4,"2014-07","7",2014,"Thursday",17,TRUE,FALSE,"point","other","","flame",TRUE,TRUE
"90","domestic shorthair","","Adoption","Male",TRUE,0.575342466,"(-0.022, 2.2]",2013,3,"2013-10","10",2013,"Sunday",18,FALSE,TRUE,"solid","black","","black",FALSE,TRUE
"91","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,5,"2014-07","7",2014,"Saturday",16,FALSE,TRUE,"calico","other","","calico",TRUE,TRUE
"92","domestic mediumhair","Foster","Adoption","Female",TRUE,0.082191781,"(-0.022, 2.2]",2014,8,"2014-10","10",2014,"Monday",11,FALSE,TRUE,"tabby","brown","white","brown ",TRUE,TRUE
"93","domestic shorthair","","Adoption","Male",TRUE,0.246575342,"(-0.022, 2.2]",2014,5,"2014-08","8",2014,"Friday",13,FALSE,TRUE,"tabby","orange","white","orange ",TRUE,TRUE
"94","domestic shorthair","Foster","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,3,"2014-05","5",2014,"Saturday",9,FALSE,TRUE,"solid","black","white","black",TRUE,TRUE
"95","domestic shorthair","Foster","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,9,"2014-12","12",2014,"Thursday",19,FALSE,TRUE,"tortie","other","","tortie",TRUE,TRUE
"96","domestic shorthair","Foster","Adoption","Male",TRUE,0.328767123,"(-0.022, 2.2]",2014,1,"2014-06","6",2014,"Tuesday",14,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"97","snowshoe","","Adoption","Female",TRUE,1,"(-0.022, 2.2]",2013,1,"2014-03","3",2014,"Monday",18,FALSE,TRUE,"point","other","white","seal ",FALSE,TRUE
"98","domestic shorthair","","Adoption","Male",TRUE,9,"(8.8, 11.0]",2004,11,"2014-01","1",2014,"Sunday",14,FALSE,TRUE,"solid","black","white","black",FALSE,TRUE
"99","domestic shorthair","","Adoption","Female",TRUE,0.821917808,"(-0.022, 2.2]",2013,6,"2014-04","4",2014,"Wednesday",17,FALSE,TRUE,"tabby","brown","","brown",FALSE,TRUE
"100","domestic shorthair","","Adoption","Male",TRUE,0.246575342,"(-0.022, 2.2]",2013,8,"2013-11","11",2013,"Saturday",12,FALSE,TRUE,"solid","black","","black",TRUE,TRUE
"101","domestic shorthair","Foster","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,4,"2014-06","6",2014,"Thursday",9,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"102","domestic shorthair","","Adoption","Female",TRUE,2,"(-0.022, 2.2]",2012,2,"2014-02","2",2014,"Tuesday",15,FALSE,TRUE,"calico","other","","calico",FALSE,TRUE
"103","domestic shorthair","Foster","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,8,"2014-10","10",2014,"Saturday",16,FALSE,TRUE,"tabby","blue","","blue",TRUE,TRUE
"104","domestic shorthair","","Adoption","Female",TRUE,0.246575342,"(-0.022, 2.2]",2014,9,"2014-12","12",2014,"Wednesday",18,FALSE,TRUE,"solid","black","","black",TRUE,TRUE
"105","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,6,"2014-08","8",2014,"Tuesday",13,FALSE,TRUE,"tabby","orange","white","orange ",TRUE,TRUE
"106","domestic shorthair","Foster","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2013,9,"2013-12","12",2013,"Sunday",18,FALSE,TRUE,"tabby","orange","","orange",TRUE,TRUE
"107","domestic longhair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,4,"2014-07","7",2014,"Tuesday",17,FALSE,TRUE,"solid","blue","white","blue",TRUE,TRUE
"108","domestic shorthair","","Adoption","Male",TRUE,0.328767123,"(-0.022, 2.2]",2013,8,"2013-12","12",2013,"Wednesday",17,FALSE,TRUE,"solid","white","","white",TRUE,TRUE
"109","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2013,7,"2013-10","10",2013,"Saturday",18,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"110","domestic shorthair","Offsite","Adoption","Female",TRUE,0.246575342,"(-0.022, 2.2]",2013,10,"2014-01","1",2014,"Sunday",16,FALSE,TRUE,"torbie","other","","torbie",TRUE,TRUE
"111","domestic shorthair","Foster","Adoption","Male",TRUE,0.493150685,"(-0.022, 2.2]",2014,3,"2014-09","9",2014,"Tuesday",11,FALSE,TRUE,"tabby","brown","","brown",FALSE,TRUE
"112","domestic shorthair","","Adoption","Female",TRUE,2,"(-0.022, 2.2]",2011,12,"2013-12","12",2013,"Tuesday",18,FALSE,TRUE,"solid","black","","black",FALSE,TRUE
"113","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,4,"2014-06","6",2014,"Sunday",18,FALSE,TRUE,"torbie","other","","torbie",TRUE,TRUE
"114","domestic shorthair","","Adoption","Male",TRUE,0.082191781,"(-0.022, 2.2]",2014,7,"2014-09","9",2014,"Tuesday",18,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"115","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,8,"2014-10","10",2014,"Monday",19,FALSE,TRUE,"solid","blue","","blue",TRUE,TRUE
"116","domestic shorthair","","Adoption","Male",TRUE,0.246575342,"(-0.022, 2.2]",2013,7,"2013-10","10",2013,"Wednesday",14,FALSE,TRUE,"tabby","orange","white","orange ",TRUE,TRUE
"117","domestic shorthair","","Adoption","Male",TRUE,0.410958904,"(-0.022, 2.2]",2013,7,"2013-12","12",2013,"Saturday",12,FALSE,TRUE,"point","other","","flame",TRUE,TRUE
"118","domestic mediumhair","Foster","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,7,"2014-09","9",2014,"Saturday",14,FALSE,TRUE,"solid","blue","white","blue",TRUE,TRUE
"119","domestic shorthair","Foster","Adoption","Female",FALSE,0.164383562,"(-0.022, 2.2]",2014,3,"2014-05","5",2014,"Tuesday",8,FALSE,TRUE,"tabby","orange","","orange",TRUE,TRUE
"120","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,7,"2014-10","10",2014,"Sunday",13,FALSE,TRUE,"tabby","brown","white","brown ",TRUE,TRUE
"121","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,4,"2014-07","7",2014,"Saturday",16,FALSE,TRUE,"tortie","other","","tortie",TRUE,TRUE
"122","siamese","","Adoption","Male",TRUE,1,"(-0.022, 2.2]",2013,3,"2014-08","8",2014,"Saturday",16,TRUE,FALSE,"point","other","","seal",FALSE,TRUE
"123","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,8,"2014-10","10",2014,"Friday",17,FALSE,TRUE,"tabby","blue","","blue",TRUE,TRUE
"124","domestic shorthair","","Adoption","Male",TRUE,10,"(8.8, 11.0]",2004,1,"2014-01","1",2014,"Friday",17,FALSE,TRUE,"tabby","brown","","brown",FALSE,TRUE
"125","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2013,8,"2013-10","10",2013,"Monday",18,FALSE,TRUE,"tabby","brown","white","brown ",TRUE,TRUE
"126","domestic shorthair","","Adoption","Male",TRUE,0.410958904,"(-0.022, 2.2]",2014,4,"2014-09","9",2014,"Wednesday",13,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"127","domestic shorthair","","Adoption","Male",TRUE,0.246575342,"(-0.022, 2.2]",2014,3,"2014-06","6",2014,"Sunday",17,FALSE,TRUE,"solid","black","","black",TRUE,TRUE
"128","domestic shorthair","Foster","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2013,10,"2014-01","1",2014,"Friday",18,FALSE,TRUE,"tabby","orange","","orange",TRUE,TRUE
"129","domestic longhair","","Adoption","Female",TRUE,7,"(6.6, 8.8]",2006,10,"2013-10","10",2013,"Saturday",19,FALSE,TRUE,"tortie","other","","tortie",FALSE,TRUE
"130","domestic shorthair","","Adoption","Female",TRUE,2,"(-0.022, 2.2]",2011,10,"2013-11","11",2013,"Saturday",12,FALSE,TRUE,"tabby","white","brown","white",FALSE,TRUE
"131","domestic shorthair","","Adoption","Male",TRUE,6,"(4.4, 6.6]",2007,10,"2014-08","8",2014,"Saturday",18,FALSE,TRUE,"tabby","white","brown","white",FALSE,TRUE
"132","domestic shorthair","Foster","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2013,9,"2013-12","12",2013,"Sunday",19,FALSE,TRUE,"solid","white","black","white",TRUE,TRUE
"133","domestic shorthair","","Adoption","Female",FALSE,0.164383562,"(-0.022, 2.2]",2013,10,"2013-12","12",2013,"Saturday",16,FALSE,TRUE,"torbie","other","","torbie",TRUE,TRUE
"134","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,8,"2014-11","11",2014,"Friday",16,FALSE,TRUE,"solid","black","white","black",TRUE,TRUE
"135","domestic shorthair","","Adoption","Male",TRUE,0.246575342,"(-0.022, 2.2]",2014,4,"2014-07","7",2014,"Wednesday",17,FALSE,TRUE,"tabby","other","","cream",TRUE,TRUE
"136","domestic shorthair","","Adoption","Male",TRUE,4,"(2.2, 4.4]",2010,6,"2014-07","7",2014,"Monday",17,FALSE,TRUE,"tabby","brown","","brown",FALSE,TRUE
"137","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,4,"2014-07","7",2014,"Saturday",16,FALSE,TRUE,"tabby","white","orange","white",TRUE,TRUE
"138","domestic shorthair","Foster","Adoption","Female",TRUE,0.246575342,"(-0.022, 2.2]",2014,3,"2014-07","7",2014,"Saturday",11,FALSE,TRUE,"solid","black","white","black",TRUE,TRUE
"139","domestic shorthair","","Adoption","Female",FALSE,0.164383562,"(-0.022, 2.2]",2013,10,"2013-12","12",2013,"Friday",18,FALSE,TRUE,"tabby","orange","","orange",TRUE,TRUE
"140","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2013,8,"2013-11","11",2013,"Saturday",18,FALSE,TRUE,"tabby","brown","white","brown ",TRUE,TRUE
